"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"	"IngesPLCI"	"IngesPUCI"
"CR4"	"M"	4.7	0.0335	0.0268	0.0402	0.0268	0.0402
"CR4"	"M"	4.8	0.0335	0.0268	0.0402	0.0268	0.0402
"CR4"	"M"	4.9	0.0336	0.02688	0.04032	0.02688	0.04032
"CR4"	"M"	5	0.0336	0.02688	0.04032	0.02688	0.04032
"CR4"	"M"	5.1	0.0337	0.02696	0.04044	0.02696	0.04044
"CR4"	"M"	5.2	0.0337	0.02696	0.04044	0.02696	0.04044
"CR4"	"M"	5.3	0.0338	0.02704	0.04056	0.02704	0.04056
"CR4"	"M"	5.4	0.0338	0.02704	0.04056	0.02704	0.04056
"CR4"	"M"	5.5	0.0339	0.02712	0.04068	0.02712	0.04068
"CR4"	"M"	5.6	0.0339	0.02712	0.04068	0.02712	0.04068
"CR4"	"M"	5.7	0.0339	0.02712	0.04068	0.02712	0.04068
"CR4"	"M"	5.8	0.034	0.0272	0.0408	0.0272	0.0408
"CR4"	"M"	5.9	0.034	0.0272	0.0408	0.0272	0.0408
"CR4"	"M"	6	0.034	0.0272	0.0408	0.0272	0.0408
"CR4"	"M"	6.1	0.0341	0.02728	0.04092	0.02728	0.04092
"CR4"	"M"	6.2	0.0341	0.02728	0.04092	0.02728	0.04092
"CR4"	"M"	6.3	0.0341	0.02728	0.04092	0.02728	0.04092
"CR4"	"M"	6.4	0.0342	0.02736	0.04104	0.02736	0.04104
"CR4"	"M"	6.5	0.0342	0.02736	0.04104	0.02736	0.04104
"CR4"	"M"	6.6	0.0342	0.02736	0.04104	0.02736	0.04104
"CR4"	"M"	6.7	0.0342	0.02736	0.04104	0.02736	0.04104
"CR4"	"M"	6.8	0.0343	0.02744	0.04116	0.02744	0.04116
"CR4"	"M"	6.9	0.0343	0.02744	0.04116	0.02744	0.04116
"CR4"	"M"	7	0.0343	0.02744	0.04116	0.02744	0.04116
"CR4"	"M"	7.1	0.0343	0.02744	0.04116	0.02744	0.04116
"CR4"	"M"	7.2	0.0344	0.02752	0.04128	0.02752	0.04128
"CR4"	"M"	7.3	0.0344	0.02752	0.04128	0.02752	0.04128
"CR4"	"M"	7.4	0.0344	0.02752	0.04128	0.02752	0.04128
"CR4"	"M"	7.5	0.0344	0.02752	0.04128	0.02752	0.04128
"CR4"	"M"	7.6	0.0344	0.02752	0.04128	0.02752	0.04128
"CR4"	"M"	7.7	0.0345	0.0276	0.0414	0.0276	0.0414
"CR4"	"M"	7.8	0.0345	0.0276	0.0414	0.0276	0.0414
"CR4"	"M"	7.9	0.0345	0.0276	0.0414	0.0276	0.0414
"CR4"	"M"	8	0.0345	0.0276	0.0414	0.0276	0.0414
"CR4"	"M"	8.1	0.0345	0.0276	0.0414	0.0276	0.0414
"CR4"	"M"	8.2	0.0346	0.02768	0.04152	0.02768	0.04152
"CR4"	"M"	8.3	0.0346	0.02768	0.04152	0.02768	0.04152
"CR4"	"M"	8.4	0.0346	0.02768	0.04152	0.02768	0.04152
"CR4"	"M"	8.5	0.0346	0.02768	0.04152	0.02768	0.04152
"CR4"	"M"	8.6	0.0346	0.02768	0.04152	0.02768	0.04152
"CR4"	"M"	8.7	0.0346	0.02768	0.04152	0.02768	0.04152
"CR4"	"M"	8.8	0.0347	0.02776	0.04164	0.02776	0.04164
"CR4"	"M"	8.9	0.0347	0.02776	0.04164	0.02776	0.04164
"CR4"	"M"	9	0.0347	0.02776	0.04164	0.02776	0.04164
"CR4"	"M"	9.1	0.0347	0.02776	0.04164	0.02776	0.04164
"CR4"	"M"	9.2	0.0347	0.02776	0.04164	0.02776	0.04164
"CR4"	"M"	9.3	0.0347	0.02776	0.04164	0.02776	0.04164
"CR4"	"M"	9.4	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	9.5	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	9.6	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	9.7	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	9.8	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	9.9	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	10	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	10.1	0.0348	0.02784	0.04176	0.02784	0.04176
"CR4"	"M"	10.2	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	10.3	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	10.4	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	10.5	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	10.6	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	10.7	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	10.8	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	10.9	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	11	0.0349	0.02792	0.04188	0.02792	0.04188
"CR4"	"M"	11.1	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.2	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.3	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.4	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.5	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.6	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.7	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.8	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	11.9	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	12	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	12.1	0.035	0.028	0.042	0.028	0.042
"CR4"	"M"	12.2	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	12.3	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	12.4	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	12.5	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	12.6	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	12.7	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	12.8	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	12.9	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	13	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	13.1	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	13.2	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	13.3	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	13.4	0.0351	0.02808	0.04212	0.02808	0.04212
"CR4"	"M"	13.5	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	13.6	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	13.7	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	13.8	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	13.9	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.1	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.2	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.3	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.4	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.5	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.6	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.7	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.8	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	14.9	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"M"	15	0.0352	0.02816	0.04224	0.02816	0.04224
"CR4"	"H"	0.1	2e-04	0.00016	0.00024	0.00016	0.00024
"CR4"	"H"	0.2	3e-04	0.00024	0.00036	0.00024	0.00036
"CR4"	"H"	0.3	4e-04	0.00032	0.00048	0.00032	0.00048
"CR4"	"H"	0.4	5e-04	4e-04	6e-04	4e-04	6e-04
"CR4"	"H"	0.5	6e-04	0.00048	0.00072	0.00048	0.00072
"CR4"	"H"	0.6	7e-04	0.00056	0.00084	0.00056	0.00084
"CR4"	"H"	0.7	7e-04	0.00056	0.00084	0.00056	0.00084
"CR4"	"H"	0.8	8e-04	0.00064	0.00096	0.00064	0.00096
"CR4"	"H"	0.9	9e-04	0.00072	0.00108	0.00072	0.00108
"CR4"	"H"	1	9e-04	0.00072	0.00108	0.00072	0.00108
"CR4"	"H"	1.1	0.001	8e-04	0.0012	8e-04	0.0012
"CR4"	"H"	1.2	0.001	8e-04	0.0012	8e-04	0.0012
"CR4"	"H"	1.3	0.001	8e-04	0.0012	8e-04	0.0012
"CR4"	"H"	1.4	0.0011	0.00088	0.00132	0.00088	0.00132
"CR4"	"H"	1.5	0.0011	0.00088	0.00132	0.00088	0.00132
"CR4"	"H"	1.6	0.0011	0.00088	0.00132	0.00088	0.00132
"CR4"	"H"	1.7	0.0012	0.00096	0.00144	0.00096	0.00144
"CR4"	"H"	1.8	0.0012	0.00096	0.00144	0.00096	0.00144
"CR4"	"H"	1.9	0.0012	0.00096	0.00144	0.00096	0.00144
"CR4"	"H"	2	0.0012	0.00096	0.00144	0.00096	0.00144
"CR4"	"H"	2.1	0.0012	0.00096	0.00144	0.00096	0.00144
"CR4"	"H"	2.2	0.0013	0.00104	0.00156	0.00104	0.00156
"CR4"	"H"	2.3	0.0013	0.00104	0.00156	0.00104	0.00156
"CR4"	"H"	2.4	0.0013	0.00104	0.00156	0.00104	0.00156
"CR4"	"H"	2.5	0.0013	0.00104	0.00156	0.00104	0.00156
"CR4"	"H"	2.6	0.0013	0.00104	0.00156	0.00104	0.00156
"CR4"	"H"	2.7	0.0013	0.00104	0.00156	0.00104	0.00156
"CR4"	"H"	2.8	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	2.9	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.1	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.2	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.3	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.4	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.5	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.6	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.7	0.0014	0.00112	0.00168	0.00112	0.00168
"CR4"	"H"	3.8	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	3.9	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.1	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.2	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.3	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.4	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.5	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.6	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.7	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.8	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	4.9	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	5	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	5.1	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	5.2	0.0015	0.0012	0.0018	0.0012	0.0018
"CR4"	"H"	5.3	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	5.4	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	5.5	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	5.6	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	5.7	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	5.8	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	5.9	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.1	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.2	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.3	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.4	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.5	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.6	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.7	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.8	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	6.9	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.1	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.2	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.3	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.4	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.5	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.6	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.7	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.8	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	7.9	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	8	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	8.1	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	8.2	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	8.3	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	8.4	0.0016	0.00128	0.00192	0.00128	0.00192
"CR4"	"H"	8.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	8.6	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	8.7	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	8.8	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	8.9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.1	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.2	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.3	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.4	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.6	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.7	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.8	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	9.9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.1	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.2	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.3	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.4	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.6	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.7	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.8	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	10.9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.1	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.2	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.3	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.4	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.6	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.7	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.8	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	11.9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.1	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.2	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.3	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.4	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.6	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.7	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.8	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	12.9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.1	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.2	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.3	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.4	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.6	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.7	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.8	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	13.9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.1	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.2	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.3	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.4	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.5	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.6	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.7	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.8	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	14.9	0.0017	0.00136	0.00204	0.00136	0.00204
"CR4"	"H"	15	0.0017	0.00136	0.00204	0.00136	0.00204
"CR5"	"C"	0.1	0.0156	0.01248	0.01872	0.01248	0.01872
"CR5"	"C"	0.2	0.029	0.0232	0.0348	0.0232	0.0348
"CR5"	"C"	0.3	0.0407	0.03256	0.04884	0.03256	0.04884
"CR5"	"C"	0.4	0.051	0.0408	0.0612	0.0408	0.0612
"CR5"	"C"	0.5	0.0602	0.04816	0.07224	0.04816	0.07224
"CR5"	"C"	0.6	0.0683	0.05464	0.08196	0.05464	0.08196
"CR5"	"C"	0.7	0.0756	0.0608	0.0905	0.06048	0.09072
"CR5"	"C"	0.8	0.0822	0.0671	0.0973	0.06576	0.09864
"CR5"	"C"	0.9	0.0882	0.073	0.1034	0.07056	0.10584
"CR5"	"C"	1	0.0937	0.0785	0.1089	0.07496	0.11244
"CR5"	"C"	1.1	0.0987	0.0836	0.1138	0.07896	0.11844
"CR5"	"C"	1.2	0.1033	0.0884	0.1182	0.08264	0.12396
"CR5"	"C"	1.3	0.1075	0.0929	0.1222	0.086	0.129
"CR5"	"C"	1.4	0.1114	0.097	0.1259	0.08912	0.13368
"CR5"	"C"	1.5	0.1151	0.1009	0.1292	0.09208	0.13812
"CR5"	"C"	1.6	0.1185	0.1046	0.1324	0.0948	0.1422
"CR5"	"C"	1.7	0.1216	0.108	0.1352	0.09728	0.14592
"CR5"	"C"	1.8	0.1246	0.1112	0.1379	0.09968	0.14952
"CR5"	"C"	1.9	0.1273	0.1142	0.1404	0.10184	0.15276
"CR5"	"C"	2	0.1299	0.117	0.1428	0.10392	0.15588
"CR5"	"C"	2.1	0.1323	0.1197	0.145	0.10584	0.15876
"CR5"	"C"	2.2	0.1346	0.1222	0.1471	0.10768	0.16152
"CR5"	"C"	2.3	0.1368	0.1246	0.149	0.10944	0.16416
"CR5"	"C"	2.4	0.1388	0.1268	0.1509	0.11104	0.16656
"CR5"	"C"	2.5	0.1408	0.1289	0.1527	0.11264	0.16896
"CR5"	"C"	2.6	0.1426	0.1309	0.1544	0.11408	0.17112
"CR5"	"C"	2.7	0.1444	0.1328	0.156	0.11552	0.17328
"CR5"	"C"	2.8	0.146	0.1345	0.1575	0.1168	0.1752
"CR5"	"C"	2.9	0.1476	0.1362	0.159	0.11808	0.17712
"CR5"	"C"	3	0.1491	0.1378	0.1604	0.11928	0.17892
"CR5"	"C"	3.1	0.1506	0.1393	0.1618	0.12048	0.18072
"CR5"	"C"	3.2	0.1519	0.1407	0.1631	0.12152	0.18228
"CR5"	"C"	3.3	0.1532	0.1421	0.1644	0.12256	0.18384
"CR5"	"C"	3.4	0.1545	0.1434	0.1656	0.1236	0.1854
"CR5"	"C"	3.5	0.1557	0.1446	0.1668	0.12456	0.18684
"CR5"	"C"	3.6	0.1568	0.1457	0.168	0.12544	0.18816
"CR5"	"C"	3.7	0.158	0.1468	0.1691	0.1264	0.1896
"CR5"	"C"	3.8	0.159	0.1479	0.1702	0.1272	0.1908
"CR5"	"C"	3.9	0.16	0.1489	0.1712	0.128	0.192
"CR5"	"C"	4	0.161	0.1498	0.1722	0.1288	0.1932
"CR5"	"C"	4.1	0.162	0.1507	0.1732	0.1296	0.1943
"CR5"	"C"	4.2	0.1629	0.1516	0.1742	0.13032	0.1952
"CR5"	"C"	4.3	0.1638	0.1524	0.1751	0.13104	0.1962
"CR5"	"C"	4.4	0.1646	0.1532	0.176	0.13168	0.1972
"CR5"	"C"	4.5	0.1654	0.154	0.1769	0.13232	0.1981
"CR5"	"C"	4.6	0.1662	0.1547	0.1778	0.13296	0.1991
"CR5"	"C"	4.7	0.167	0.1554	0.1786	0.1336	0.2
"CR5"	"C"	4.8	0.1677	0.156	0.1794	0.13416	0.2009
"CR5"	"C"	4.9	0.1684	0.1567	0.1802	0.13472	0.2018
"CR5"	"C"	5	0.1691	0.1573	0.181	0.13528	0.2027
"CR5"	"C"	5.1	0.1698	0.1579	0.1817	0.13584	0.2035
"CR5"	"C"	5.2	0.1704	0.1584	0.1825	0.13632	0.2044
"CR5"	"C"	5.3	0.1711	0.159	0.1832	0.13688	0.2052
"CR5"	"C"	5.4	0.1717	0.1595	0.1839	0.13736	0.206
"CR5"	"C"	5.5	0.1723	0.16	0.1846	0.13784	0.20676
"CR5"	"C"	5.6	0.1729	0.1605	0.1852	0.13832	0.20748
"CR5"	"C"	5.7	0.1734	0.1609	0.1859	0.13872	0.20808
"CR5"	"C"	5.8	0.174	0.1614	0.1865	0.1392	0.2088
"CR5"	"C"	5.9	0.1745	0.1618	0.1872	0.1396	0.2094
"CR5"	"C"	6	0.175	0.1622	0.1878	0.14	0.21
"CR5"	"C"	6.1	0.1755	0.1626	0.1884	0.1404	0.2106
"CR5"	"C"	6.2	0.176	0.163	0.1889	0.1408	0.2112
"CR5"	"C"	6.3	0.1765	0.1634	0.1895	0.1412	0.2118
"CR5"	"C"	6.4	0.1769	0.1638	0.1901	0.14152	0.21228
"CR5"	"C"	6.5	0.1774	0.1641	0.1906	0.14192	0.21288
"CR5"	"C"	6.6	0.1778	0.1645	0.1911	0.14224	0.21336
"CR5"	"C"	6.7	0.1782	0.1648	0.1917	0.14256	0.21384
"CR5"	"C"	6.8	0.1786	0.1651	0.1922	0.14288	0.21432
"CR5"	"C"	6.9	0.179	0.1654	0.1927	0.1432	0.2148
"CR5"	"C"	7	0.1794	0.1657	0.1932	0.14352	0.21528
"CR5"	"C"	7.1	0.1798	0.166	0.1936	0.14384	0.21576
"CR5"	"C"	7.2	0.1802	0.1663	0.1941	0.14416	0.21624
"CR5"	"C"	7.3	0.1806	0.1666	0.1946	0.14448	0.21672
"CR5"	"C"	7.4	0.1809	0.1669	0.195	0.14472	0.21708
"CR5"	"C"	7.5	0.1813	0.1671	0.1954	0.14504	0.21756
"CR5"	"C"	7.6	0.1816	0.1674	0.1959	0.14528	0.21792
"CR5"	"C"	7.7	0.182	0.1676	0.1963	0.1456	0.2184
"CR5"	"C"	7.8	0.1823	0.1679	0.1967	0.14584	0.21876
"CR5"	"C"	7.9	0.1826	0.1681	0.1971	0.14608	0.21912
"CR5"	"C"	8	0.1829	0.1683	0.1975	0.14632	0.21948
"CR5"	"C"	8.1	0.1832	0.1686	0.1979	0.14656	0.21984
"CR5"	"C"	8.2	0.1835	0.1688	0.1983	0.1468	0.2202
"CR5"	"C"	8.3	0.1838	0.169	0.1987	0.14704	0.22056
"CR5"	"C"	8.4	0.1841	0.1692	0.199	0.14728	0.22092
"CR5"	"C"	8.5	0.1844	0.1694	0.1994	0.14752	0.22128
"CR5"	"C"	8.6	0.1847	0.1696	0.1998	0.14776	0.22164
"CR5"	"C"	8.7	0.185	0.1698	0.2001	0.148	0.222
"CR5"	"C"	8.8	0.1852	0.17	0.2004	0.14816	0.22224
"CR5"	"C"	8.9	0.1855	0.1702	0.2008	0.1484	0.2226
"CR5"	"C"	9	0.1857	0.1704	0.2011	0.14856	0.22284
"CR5"	"C"	9.1	0.186	0.1705	0.2014	0.1488	0.2232
"CR5"	"C"	9.2	0.1862	0.1707	0.2018	0.14896	0.22344
"CR5"	"C"	9.3	0.1865	0.1709	0.2021	0.1492	0.2238
"CR5"	"C"	9.4	0.1867	0.171	0.2024	0.14936	0.22404
"CR5"	"C"	9.5	0.1869	0.1712	0.2027	0.14952	0.22428
"CR5"	"C"	9.6	0.1872	0.1714	0.203	0.14976	0.22464
"CR5"	"C"	9.7	0.1874	0.1715	0.2033	0.14992	0.22488
"CR5"	"C"	9.8	0.1876	0.1717	0.2036	0.15008	0.22512
"CR5"	"C"	9.9	0.1878	0.1718	0.2039	0.15024	0.22536
"CR5"	"C"	10	0.188	0.172	0.2041	0.1504	0.2256
"CR5"	"C"	10.1	0.1883	0.1721	0.2044	0.15064	0.22596
"CR5"	"C"	10.2	0.1885	0.1722	0.2047	0.1508	0.2262
"CR5"	"C"	10.3	0.1887	0.1724	0.2049	0.15096	0.22644
"CR5"	"C"	10.4	0.1889	0.1725	0.2052	0.15112	0.22668
"CR5"	"C"	10.5	0.1891	0.1726	0.2055	0.15128	0.22692
"CR5"	"C"	10.6	0.1892	0.1728	0.2057	0.15136	0.22704
"CR5"	"C"	10.7	0.1894	0.1729	0.206	0.15152	0.22728
"CR5"	"C"	10.8	0.1896	0.173	0.2062	0.15168	0.22752
