Strain	Bead	Volu	Site	Dilu	Cove	Day	Trial	Cells
CR2	L	10	21	1	1,29	43	3	555
CR2	H	10	21	1	1,29	43	1	463
CR2	H	10	21	1	1,29	43	2	595
CR2	H	10	21	1	1,29	43	3	356
CR4	C	10	21	1	1,29	43	1	1077
CR4	C	10	21	1	1,29	43	2	2590
CR4	C	10	21	1	1,29	43	3	3841
CR4	L	10	21	1	1,29	43	1	293
CR4	L	10	21	1	1,29	43	2	597
CR4	L	10	21	1	1,29	43	3	500
CR4	H	10	21	1	1,29	43	1	2421
CR4	H	10	21	1	1,29	43	2	1676
CR4	H	10	21	1	1,29	43	3	1766
CR2-CR4	C	10	21	1	1,29	43	1	403
CR2-CR4	C	10	21	1	1,29	43	2	481
CR2-CR4	C	10	21	1	1,29	43	3	554
CR2-CR4	L	10	21	1	1,29	43	1	513
CR2-CR4	L	10	21	1	1,29	43	2	643
CR2-CR4	L	10	21	1	1,29	43	3	331
CR2-CR4	H	10	21	1	1,29	43	1	3883
CR2-CR4	H	10	21	1	1,29	43	2	1028
CR2-CR4	H	10	21	1	1,29	43	3	3074
CR2	C	10	21	1	1,29	44	1	2021
CR2	C	10	21	1	1,29	44	2	1060
CR2	C	10	21	1	1,29	44	3	733
CR2	L	10	21	1	1,29	44	1	246
CR2	L	10	21	1	1,29	44	2	669
CR2	L	10	21	1	1,29	44	3	481
CR2	H	10	21	1	1,29	44	1	533
CR2	H	10	21	1	1,29	44	2	550
CR2	H	10	21	1	1,29	44	3	523
CR4	C	10	21	1	1,29	44	1	1474
CR4	C	10	21	1	1,29	44	2	2242
CR4	C	10	21	1	1,29	44	3	2645
CR4	L	10	21	1	1,29	44	1	223
CR4	L	10	21	1	1,29	44	2	601
CR4	L	10	21	1	1,29	44	3	435
CR4	H	10	21	1	1,29	44	1	2760
CR4	H	10	21	1	1,29	44	2	1110
CR4	H	10	21	1	1,29	44	3	1201
CR2-CR4	C	10	21	1	1,29	44	1	385
CR2-CR4	C	10	21	1	1,29	44	2	556
CR2-CR4	C	10	21	1	1,29	44	3	631
CR2-CR4	L	10	21	1	1,29	44	1	428
CR2-CR4	L	10	21	1	1,29	44	2	384
CR2-CR4	L	10	21	1	1,29	44	3	281
CR2-CR4	H	10	21	1	1,29	44	1	1883
CR2-CR4	H	10	21	1	1,29	44	2	977
CR2-CR4	H	10	21	1	1,29	44	3	1337
CR2	C	10	21	1	1,29	45	1	963
CR2	C	10	21	1	1,29	45	2	1804
CR2	C	10	21	1	1,29	45	3	654
CR2	L	10	21	1	1,29	45	1	189
CR2	L	10	21	1	1,29	45	2	366
CR2	L	10	21	1	1,29	45	3	663
CR2	H	10	21	1	1,29	45	1	533
CR2	H	10	21	1	1,29	45	2	690
CR2	H	10	21	1	1,29	45	3	863
CR4	C	10	21	1	1,29	45	1	1127
CR4	C	10	21	1	1,29	45	2	2026
CR4	C	10	21	1	1,29	45	3	2610
CR4	L	10	21	1	1,29	45	1	216
CR4	L	10	21	1	1,29	45	2	797
CR4	L	10	21	1	1,29	45	3	413
CR4	H	10	21	1	1,29	45	1	2582
CR4	H	10	21	1	1,29	45	2	1932
CR4	H	10	21	1	1,29	45	3	891
CR2-CR4	C	10	21	1	1,29	45	1	439
CR2-CR4	C	10	21	1	1,29	45	2	554
CR2-CR4	C	10	21	1	1,29	45	3	308
CR2-CR4	L	10	21	1	1,29	45	1	540
CR2-CR4	L	10	21	1	1,29	45	2	676
CR2-CR4	L	10	21	1	1,29	45	3	366
CR2-CR4	H	10	21	1	1,29	45	1	2425
CR2-CR4	H	10	21	1	1,29	45	2	1471
CR2-CR4	H	10	21	1	1,29	45	3	1384
CR2	C	10	21	1	1,29	46	1	1494
CR2	C	10	21	1	1,29	46	2	1695
CR2	C	10	21	1	1,29	46	3	779
CR2	L	10	21	1	1,29	46	1	162
CR2	L	10	21	1	1,29	46	2	533
CR2	L	10	21	1	1,29	46	3	283
CR2	H	10	21	1	1,29	46	1	480
CR2	H	10	21	1	1,29	46	2	599
CR2	H	10	21	1	1,29	46	3	638
CR4	C	10	21	1	1,29	46	1	720
CR4	C	10	21	1	1,29	46	2	1965
CR4	C	10	21	1	1,29	46	3	2003
CR4	L	10	21	1	1,29	46	1	123
CR4	L	10	21	1	1,29	46	2	751
CR4	L	10	21	1	1,29	46	3	349
CR4	H	10	21	1	1,29	46	1	3147
CR4	H	10	21	1	1,29	46	2	1933
CR4	H	10	21	1	1,29	46	3	1019
CR2-CR4	C	10	21	1	1,29	46	1	447
CR2-CR4	C	10	21	1	1,29	46	2	592
CR2-CR4	C	10	21	1	1,29	46	3	491
CR2-CR4	L	10	21	1	1,29	46	1	556
CR2-CR4	L	10	21	1	1,29	46	2	509
CR2-CR4	L	10	21	1	1,29	46	3	423
CR2-CR4	H	10	21	1	1,29	46	1	2814
CR2-CR4	H	10	21	1	1,29	46	2	1147
CR2-CR4	H	10	21	1	1,29	46	3	2056
CR2	C	10	21	1	1,29	47	1	1790
CR2	C	10	21	1	1,29	47	2	1944
CR2	C	10	21	1	1,29	47	3	975
CR2	L	10	21	1	1,29	47	1	212
CR2	L	10	21	1	1,29	47	2	359
CR2	L	10	21	1	1,29	47	3	739
CR2	H	10	21	1	1,29	47	1	1045
CR2	H	10	21	1	1,29	47	2	634
CR2	H	10	21	1	1,29	47	3	1063
CR4	C	10	21	1	1,29	47	1	603
CR4	C	10	21	1	1,29	47	2	1301
CR4	C	10	21	1	1,29	47	3	2835
CR4	L	10	21	1	1,29	47	1	190
CR4	L	10	21	1	1,29	47	2	631
CR4	L	10	21	1	1,29	47	3	390
CR4	H	10	21	1	1,29	47	1	4689
CR4	H	10	21	1	1,29	47	2	1094
CR4	H	10	21	1	1,29	47	3	982
CR2-CR4	C	10	21	1	1,29	47	1	523
CR2-CR4	C	10	21	1	1,29	47	2	833
CR2-CR4	C	10	21	1	1,29	47	3	442
CR2-CR4	L	10	21	1	1,29	47	1	545
CR2-CR4	L	10	21	1	1,29	47	2	668
CR2-CR4	L	10	21	1	1,29	47	3	535
CR2-CR4	H	10	21	1	1,29	47	1	2817
CR2-CR4	H	10	21	1	1,29	47	2	2532
CR2-CR4	H	10	21	1	1,29	47	3	1520
CR2	C	10	21	1	1,29	48	1	1084
CR2	C	10	21	1	1,29	48	2	2647
CR2	C	10	21	1	1,29	48	3	1216
CR2	L	10	21	1	1,29	48	1	357
CR2	L	10	21	1	1,29	48	2	442
CR2	L	10	21	1	1,29	48	3	621
CR2	H	10	21	1	1,29	48	1	686
CR2	H	10	21	1	1,29	48	2	718
CR2	H	10	21	1	1,29	48	3	877
CR4	C	10	21	1	1,29	48	1	816
CR4	C	10	21	1	1,29	48	2	1060
CR4	C	10	21	1	1,29	48	3	1059
CR4	L	10	21	1	1,29	48	1	288
CR4	L	10	21	1	1,29	48	2	579
CR4	L	10	21	1	1,29	48	3	410
CR4	H	10	21	1	1,29	48	1	2374
CR4	H	10	21	1	1,29	48	2	1075
CR4	H	10	21	1	1,29	48	3	1216
CR2-CR4	C	10	21	1	1,29	48	1	563
CR2-CR4	C	10	21	1	1,29	48	2	813
CR2-CR4	C	10	21	1	1,29	48	3	466
CR2-CR4	L	10	21	1	1,29	48	1	458
CR2-CR4	L	10	21	1	1,29	48	2	673
CR2-CR4	L	10	21	1	1,29	48	3	504
CR2-CR4	H	10	21	1	1,29	48	1	2462
CR2-CR4	H	10	21	1	1,29	48	2	2130
CR2-CR4	H	10	21	1	1,29	48	3	1814
CR2	C	10	21	1	1,29	49	1	1150
CR2	C	10	21	1	1,29	49	2	3001
CR2	C	10	21	1	1,29	49	3	1015
CR2	L	10	21	1	1,29	49	1	428
CR2	L	10	21	1	1,29	49	2	723
CR2	L	10	21	1	1,29	49	3	815
CR2	H	10	21	1	1,29	49	1	891
CR2	H	10	21	1	1,29	49	2	942
CR2	H	10	21	1	1,29	49	3	872
CR4	C	10	21	1	1,29	49	1	752
CR4	C	10	21	1	1,29	49	2	655
CR4	C	10	21	1	1,29	49	3	982
CR4	L	10	21	1	1,29	49	1	321
CR4	L	10	21	1	1,29	49	2	1060
CR4	L	10	21	1	1,29	49	3	535
CR4	H	10	21	1	1,29	49	1	2399
CR4	H	10	21	1	1,29	49	2	1964
CR4	H	10	21	1	1,29	49	3	2517
CR2-CR4	C	10	21	1	1,29	49	1	680
CR2-CR4	C	10	21	1	1,29	49	2	896
CR2-CR4	C	10	21	1	1,29	49	3	578
CR2-CR4	L	10	21	1	1,29	49	1	632
CR2-CR4	L	10	21	1	1,29	49	2	716
CR2-CR4	L	10	21	1	1,29	49	3	551
CR2-CR4	H	10	21	1	1,29	49	1	2306
CR2-CR4	H	10	21	1	1,29	49	2	1873
CR2-CR4	H	10	21	1	1,29	49	3	2283
CR2	C	10	21	1	1,29	50	1	1179
CR2	C	10	21	1	1,29	50	2	3044
CR2	C	10	21	1	1,29	50	3	1059
CR2	L	10	21	1	1,29	50	1	316
CR2	L	10	21	1	1,29	50	2	766
CR2	L	10	21	1	1,29	50	3	795
CR2	H	10	21	1	1,29	50	1	1079
CR2	H	10	21	1	1,29	50	2	575
CR2	H	10	21	1	1,29	50	3	595
CR4	C	10	21	1	1,29	50	1	856
CR4	C	10	21	1	1,29	50	2	685
CR4	C	10	21	1	1,29	50	3	679
CR4	L	10	21	1	1,29	50	1	253
CR4	L	10	21	1	1,29	50	2	1016
CR4	L	10	21	1	1,29	50	3	402
CR4	H	10	21	1	1,29	50	1	3705
CR4	H	10	21	1	1,29	50	2	1795
CR4	H	10	21	1	1,29	50	3	2277
CR2-CR4	C	10	21	1	1,29	50	1	835
CR2-CR4	C	10	21	1	1,29	50	2	1070
CR2-CR4	C	10	21	1	1,29	50	3	576
CR2-CR4	L	10	21	1	1,29	50	1	576
CR2-CR4	L	10	21	1	1,29	50	2	657
CR2-CR4	L	10	21	1	1,29	50	3	574
CR2-CR4	H	10	21	1	1,29	50	1	1945
CR2-CR4	H	10	21	1	1,29	50	2	797
CR2-CR4	H	10	21	1	1,29	50	3	1330
