Strain	Bead	Volu	Site	Dilu	Cove	Day	Trial	Cells
CR7-CR4	C	5	21	2	1,29	23	1	342
CR7-CR4	C	5	21	2	1,29	23	2	352
CR7-CR4	C	5	21	2	1,29	23	3	187
CR7-CR4	L	5	21	2	1,29	23	1	311
CR7-CR4	L	5	21	2	1,29	23	2	246
CR7-CR4	L	5	21	2	1,29	23	3	384
CR7-CR4	M	5	21	2	1,29	23	1	359
CR7-CR4	M	5	21	2	1,29	23	2	383
CR7-CR4	M	5	21	2	1,29	23	3	453
CR7-CR4	H	5	21	2	1,29	23	1	2543
CR7-CR4	H	5	21	2	1,29	23	2	2683
CR7-CR4	H	5	21	2	1,29	23	3	2638
CR2	C	5	21	2	1,29	24	1	132
CR2	C	5	21	2	1,29	24	2	177
CR2	C	5	21	2	1,29	24	3	207
CR2	L	5	21	2	1,29	24	1	212
CR2	L	5	21	2	1,29	24	2	218
CR2	L	5	21	2	1,29	24	3	206
CR2	M	5	21	2	1,29	24	1	253
CR2	M	5	21	2	1,29	24	2	752
CR2	M	5	21	2	1,29	24	3	255
CR2	H	5	21	2	1,29	24	1	809
CR2	H	5	21	2	1,29	24	2	933
CR2	H	5	21	2	1,29	24	3	838
CR4	C	5	21	2	1,29	24	1	355
CR4	C	5	21	2	1,29	24	2	214
CR4	C	5	21	2	1,29	24	3	317
CR4	L	5	21	2	1,29	24	1	441
CR4	L	5	21	2	1,29	24	2	740
CR4	L	5	21	2	1,29	24	3	434
CR4	M	5	21	2	1,29	24	1	1122
CR4	M	5	21	2	1,29	24	2	670
CR4	M	5	21	2	1,29	24	3	859
CR4	H	5	21	2	1,29	24	1	3097
CR4	H	5	21	2	1,29	24	2	3268
CR4	H	5	21	2	1,29	24	3	3063
CR2-CR4	C	5	21	2	1,29	24	1	222
CR2-CR4	C	5	21	2	1,29	24	2	182
CR2-CR4	C	5	21	2	1,29	24	3	204
CR2-CR4	L	5	21	2	1,29	24	1	371
CR2-CR4	L	5	21	2	1,29	24	2	363
CR2-CR4	L	5	21	2	1,29	24	3	317
CR2-CR4	M	5	21	2	1,29	24	1	396
CR2-CR4	M	5	21	2	1,29	24	2	484
CR2-CR4	M	5	21	2	1,29	24	3	419
CR2-CR4	H	5	21	2	1,29	24	1	2458
CR2-CR4	H	5	21	2	1,29	24	2	2458
CR2-CR4	H	5	21	2	1,29	24	3	2507
CR7-CR4	C	5	21	2	1,29	24	1	299
CR7-CR4	C	5	21	2	1,29	24	2	333
CR7-CR4	C	5	21	2	1,29	24	3	212
CR7-CR4	L	5	21	2	1,29	24	1	478
CR7-CR4	L	5	21	2	1,29	24	2	371
CR7-CR4	L	5	21	2	1,29	24	3	381
CR7-CR4	M	5	21	2	1,29	24	1	425
CR7-CR4	M	5	21	2	1,29	24	2	537
CR7-CR4	M	5	21	2	1,29	24	3	482
CR7-CR4	H	5	21	2	1,29	24	1	2693
CR7-CR4	H	5	21	2	1,29	24	2	2990
CR7-CR4	H	5	21	2	1,29	24	3	2466
CR2	C	5	21	2	1,29	25	1	142
CR2	C	5	21	2	1,29	25	2	172
CR2	C	5	21	2	1,29	25	3	173
CR2	L	5	21	2	1,29	25	1	188
CR2	L	5	21	2	1,29	25	2	215
CR2	L	5	21	2	1,29	25	3	243
CR2	M	5	21	2	1,29	25	1	196
CR2	M	5	21	2	1,29	25	2	613
CR2	M	5	21	2	1,29	25	3	259
CR2	H	5	21	2	1,29	25	1	771
CR2	H	5	21	2	1,29	25	2	854
CR2	H	5	21	2	1,29	25	3	830
CR4	C	5	21	2	1,29	25	1	388
CR4	C	5	21	2	1,29	25	2	156
CR4	C	5	21	2	1,29	25	3	216
CR4	L	5	21	2	1,29	25	1	389
CR4	L	5	21	2	1,29	25	2	619
CR4	L	5	21	2	1,29	25	3	349
CR4	M	5	21	2	1,29	25	1	776
CR4	M	5	21	2	1,29	25	2	672
CR4	M	5	21	2	1,29	25	3	712
CR4	H	5	21	2	1,29	25	1	2722
CR4	H	5	21	2	1,29	25	2	3095
CR4	H	5	21	2	1,29	25	3	2910
CR2-CR4	C	5	21	2	1,29	25	1	156
CR2-CR4	C	5	21	2	1,29	25	2	139
CR2-CR4	C	5	21	2	1,29	25	3	147
CR2-CR4	L	5	21	2	1,29	25	1	301
CR2-CR4	L	5	21	2	1,29	25	2	304
CR2-CR4	L	5	21	2	1,29	25	3	308
CR2-CR4	M	5	21	2	1,29	25	1	417
CR2-CR4	M	5	21	2	1,29	25	2	324
CR2-CR4	M	5	21	2	1,29	25	3	347
CR2-CR4	H	5	21	2	1,29	25	1	2251
CR2-CR4	H	5	21	2	1,29	25	2	2188
CR2-CR4	H	5	21	2	1,29	25	3	2275
CR7-CR4	C	5	21	2	1,29	25	1	280
CR7-CR4	C	5	21	2	1,29	25	2	371
CR7-CR4	C	5	21	2	1,29	25	3	178
CR7-CR4	L	5	21	2	1,29	25	1	431
CR7-CR4	L	5	21	2	1,29	25	2	373
CR7-CR4	L	5	21	2	1,29	25	3	455
CR7-CR4	M	5	21	2	1,29	25	1	367
CR7-CR4	M	5	21	2	1,29	25	2	421
CR7-CR4	M	5	21	2	1,29	25	3	362
CR7-CR4	H	5	21	2	1,29	25	1	2379
CR7-CR4	H	5	21	2	1,29	25	2	2180
CR7-CR4	H	5	21	2	1,29	25	3	2144
CR2	C	5	21	2	1,29	26	1	129
CR2	C	5	21	2	1,29	26	2	135
CR2	C	5	21	2	1,29	26	3	126
CR2	L	5	21	2	1,29	26	1	199
CR2	L	5	21	2	1,29	26	2	251
CR2	L	5	21	2	1,29	26	3	279
CR2	M	5	21	2	1,29	26	1	211
CR2	M	5	21	2	1,29	26	2	783
CR2	M	5	21	2	1,29	26	3	370
CR2	H	5	21	2	1,29	26	1	901
CR2	H	5	21	2	1,29	26	2	842
CR2	H	5	21	2	1,29	26	3	760
CR4	C	5	21	2	1,29	26	1	333
CR4	C	5	21	2	1,29	26	2	200
CR4	C	5	21	2	1,29	26	3	289
CR4	L	5	21	2	1,29	26	1	458
CR4	L	5	21	2	1,29	26	2	726
CR4	L	5	21	2	1,29	26	3	401
CR4	M	5	21	2	1,29	26	1	863
CR4	M	5	21	2	1,29	26	2	773
CR4	M	5	21	2	1,29	26	3	700
CR4	H	5	21	2	1,29	26	1	3242
CR4	H	5	21	2	1,29	26	2	3436
CR4	H	5	21	2	1,29	26	3	3053
CR2-CR4	C	5	21	2	1,29	26	1	116
CR2-CR4	C	5	21	2	1,29	26	2	231
CR2-CR4	C	5	21	2	1,29	26	3	182
CR2-CR4	L	5	21	2	1,29	26	1	388
CR2-CR4	L	5	21	2	1,29	26	2	322
CR2-CR4	L	5	21	2	1,29	26	3	366
CR2-CR4	M	5	21	2	1,29	26	1	464
CR2-CR4	M	5	21	2	1,29	26	2	452
CR2-CR4	M	5	21	2	1,29	26	3	473
CR2-CR4	H	5	21	2	1,29	26	1	2788
CR2-CR4	H	5	21	2	1,29	26	2	2555
CR2-CR4	H	5	21	2	1,29	26	3	2868
CR7-CR4	C	5	21	2	1,29	26	1	383
CR7-CR4	C	5	21	2	1,29	26	2	290
CR7-CR4	C	5	21	2	1,29	26	3	154
CR7-CR4	L	5	21	2	1,29	26	1	564
CR7-CR4	L	5	21	2	1,29	26	2	544
CR7-CR4	L	5	21	2	1,29	26	3	487
CR7-CR4	M	5	21	2	1,29	26	1	507
CR7-CR4	M	5	21	2	1,29	26	2	624
CR7-CR4	M	5	21	2	1,29	26	3	591
CR7-CR4	H	5	21	2	1,29	26	1	2762
CR7-CR4	H	5	21	2	1,29	26	2	2872
CR7-CR4	H	5	21	2	1,29	26	3	2670
CR2	C	5	21	2	1,29	27	1	76
CR2	C	5	21	2	1,29	27	2	18
CR2	C	5	21	2	1,29	27	3	135
CR2	L	5	21	2	1,29	27	1	142
CR2	L	5	21	2	1,29	27	2	196
CR2	L	5	21	2	1,29	27	3	229
CR2	M	5	21	2	1,29	27	1	161
CR2	M	5	21	2	1,29	27	2	741
CR2	M	5	21	2	1,29	27	3	334
CR2	H	5	21	2	1,29	27	1	779
CR2	H	5	21	2	1,29	27	2	830
CR2	H	5	21	2	1,29	27	3	925
CR4	C	5	21	2	1,29	27	1	164
CR4	C	5	21	2	1,29	27	2	130
CR4	C	5	21	2	1,29	27	3	173
CR4	L	5	21	2	1,29	27	1	306
CR4	L	5	21	2	1,29	27	2	548
CR4	L	5	21	2	1,29	27	3	477
CR4	M	5	21	2	1,29	27	1	666
CR4	M	5	21	2	1,29	27	2	700
CR4	M	5	21	2	1,29	27	3	599
CR4	H	5	21	2	1,29	27	1	3009
CR4	H	5	21	2	1,29	27	2	3279
CR4	H	5	21	2	1,29	27	3	2871
CR2-CR4	C	5	21	2	1,29	27	1	146
CR2-CR4	C	5	21	2	1,29	27	2	140
CR2-CR4	C	5	21	2	1,29	27	3	280
CR2-CR4	L	5	21	2	1,29	27	1	301
CR2-CR4	L	5	21	2	1,29	27	2	293
CR2-CR4	L	5	21	2	1,29	27	3	350
CR2-CR4	M	5	21	2	1,29	27	1	504
CR2-CR4	M	5	21	2	1,29	27	2	433
CR2-CR4	M	5	21	2	1,29	27	3	536
CR2-CR4	H	5	21	2	1,29	27	1	2824
CR2-CR4	H	5	21	2	1,29	27	2	2690
CR2-CR4	H	5	21	2	1,29	27	3	3087
CR7-CR4	C	5	21	2	1,29	27	1	294
CR7-CR4	C	5	21	2	1,29	27	2	353
CR7-CR4	C	5	21	2	1,29	27	3	162
CR7-CR4	L	5	21	2	1,29	27	1	328
CR7-CR4	L	5	21	2	1,29	27	2	389
CR7-CR4	L	5	21	2	1,29	27	3	423
CR7-CR4	M	5	21	2	1,29	27	1	474
CR7-CR4	M	5	21	2	1,29	27	2	598
CR7-CR4	M	5	21	2	1,29	27	3	501
CR7-CR4	H	5	21	2	1,29	27	1	2847
CR7-CR4	H	5	21	2	1,29	27	2	2953
CR7-CR4	H	5	21	2	1,29	27	3	2696
CR2	C	5	21	2	1,29	28	1	111
CR2	C	5	21	2	1,29	28	2	166
CR2	C	5	21	2	1,29	28	3	213
CR2	L	5	21	2	1,29	28	1	195
CR2	L	5	21	2	1,29	28	2	253
CR2	L	5	21	2	1,29	28	3	271
CR2	M	5	21	2	1,29	28	1	259
CR2	M	5	21	2	1,29	28	2	869
CR2	M	5	21	2	1,29	28	3	357
CR2	H	5	21	2	1,29	28	1	792
CR2	H	5	21	2	1,29	28	2	855
CR2	H	5	21	2	1,29	28	3	869
CR4	C	5	21	2	1,29	28	1	323
CR4	C	5	21	2	1,29	28	2	110
CR4	C	5	21	2	1,29	28	3	253
CR4	L	5	21	2	1,29	28	1	385
CR4	L	5	21	2	1,29	28	2	769
CR4	L	5	21	2	1,29	28	3	413
CR4	M	5	21	2	1,29	28	1	831
CR4	M	5	21	2	1,29	28	2	825
CR4	M	5	21	2	1,29	28	3	709
CR4	H	5	21	2	1,29	28	1	2768
CR4	H	5	21	2	1,29	28	2	2992
CR4	H	5	21	2	1,29	28	3	2840
CR2-CR4	C	5	21	2	1,29	28	1	197
CR2-CR4	C	5	21	2	1,29	28	2	175
CR2-CR4	C	5	21	2	1,29	28	3	211
CR2-CR4	L	5	21	2	1,29	28	1	396
CR2-CR4	L	5	21	2	1,29	28	2	250
CR2-CR4	L	5	21	2	1,29	28	3	394
CR2-CR4	M	5	21	2	1,29	28	1	399
CR2-CR4	M	5	21	2	1,29	28	2	451
CR2-CR4	M	5	21	2	1,29	28	3	531
CR2-CR4	H	5	21	2	1,29	28	1	2590
CR2-CR4	H	5	21	2	1,29	28	2	2704
CR2-CR4	H	5	21	2	1,29	28	3	2808
CR7-CR4	C	5	21	2	1,29	28	1	264
CR7-CR4	C	5	21	2	1,29	28	2	333
CR7-CR4	C	5	21	2	1,29	28	3	155
CR7-CR4	L	5	21	2	1,29	28	1	377
CR7-CR4	L	5	21	2	1,29	28	2	393
CR7-CR4	L	5	21	2	1,29	28	3	582
CR7-CR4	M	5	21	2	1,29	28	1	486
CR7-CR4	M	5	21	2	1,29	28	2	555
CR7-CR4	M	5	21	2	1,29	28	3	428
CR7-CR4	H	5	21	2	1,29	28	1	2206
CR7-CR4	H	5	21	2	1,29	28	2	2494
CR7-CR4	H	5	21	2	1,29	28	3	2200
CR2	C	5	21	2	1,29	29	1	156
CR2	C	5	21	2	1,29	29	2	196
CR2	C	5	21	2	1,29	29	3	159
CR2	L	5	21	2	1,29	29	1	258
CR2	L	5	21	2	1,29	29	2	296
CR2	L	5	21	2	1,29	29	3	420
CR2	M	5	21	2	1,29	29	1	322
CR2	M	5	21	2	1,29	29	2	1062
CR2	M	5	21	2	1,29	29	3	461
CR2	H	5	21	2	1,29	29	1	1054
CR2	H	5	21	2	1,29	29	2	1003
CR2	H	5	21	2	1,29	29	3	1110
CR4	C	5	21	2	1,29	29	1	248
CR4	C	5	21	2	1,29	29	2	134
CR4	C	5	21	2	1,29	29	3	261
CR4	L	5	21	2	1,29	29	1	422
CR4	L	5	21	2	1,29	29	2	950
CR4	L	5	21	2	1,29	29	3	545
CR4	M	5	21	2	1,29	29	1	1029
CR4	M	5	21	2	1,29	29	2	884
CR4	M	5	21	2	1,29	29	3	713
CR4	H	5	21	2	1,29	29	1	2909
CR4	H	5	21	2	1,29	29	2	3133
CR4	H	5	21	2	1,29	29	3	2882
CR2-CR4	C	5	21	2	1,29	29	1	188
CR2-CR4	C	5	21	2	1,29	29	2	178
CR2-CR4	C	5	21	2	1,29	29	3	233
CR2-CR4	L	5	21	2	1,29	29	1	413
CR2-CR4	L	5	21	2	1,29	29	2	377
CR2-CR4	L	5	21	2	1,29	29	3	437
CR2-CR4	M	5	21	2	1,29	29	1	790
CR2-CR4	M	5	21	2	1,29	29	2	528
CR2-CR4	M	5	21	2	1,29	29	3	578
CR2-CR4	H	5	21	2	1,29	29	1	2977
CR2-CR4	H	5	21	2	1,29	29	2	2904
CR2-CR4	H	5	21	2	1,29	29	3	2950
CR7-CR4	C	5	21	2	1,29	29	1	262
CR7-CR4	C	5	21	2	1,29	29	2	266
CR7-CR4	C	5	21	2	1,29	29	3	150
CR7-CR4	L	5	21	2	1,29	29	1	426
CR7-CR4	L	5	21	2	1,29	29	2	531
CR7-CR4	L	5	21	2	1,29	29	3	577
CR7-CR4	M	5	21	2	1,29	29	1	473
CR7-CR4	M	5	21	2	1,29	29	2	636
CR7-CR4	M	5	21	2	1,29	29	3	550
CR7-CR4	H	5	21	2	1,29	29	1	2605
CR7-CR4	H	5	21	2	1,29	29	2	2619
CR7-CR4	H	5	21	2	1,29	29	3	2497
CR2	C	5	21	2	1,29	30	1	90
CR2	C	5	21	2	1,29	30	2	170
CR2	C	5	21	2	1,29	30	3	127
CR2	L	5	21	2	1,29	30	1	207
CR2	L	5	21	2	1,29	30	2	256
CR2	L	5	21	2	1,29	30	3	321
CR2	M	5	21	2	1,29	30	1	273
CR2	M	5	21	2	1,29	30	2	1043
CR2	M	5	21	2	1,29	30	3	415
CR2	H	5	21	2	1,29	30	1	1200
CR2	H	5	21	2	1,29	30	2	920
CR2	H	5	21	2	1,29	30	3	1188
CR4	C	5	21	2	1,29	30	1	145
CR4	C	5	21	2	1,29	30	2	108
CR4	C	5	21	2	1,29	30	3	174
CR4	L	5	21	2	1,29	30	1	342
CR4	L	5	21	2	1,29	30	2	833
CR4	L	5	21	2	1,29	30	3	471
CR4	M	5	21	2	1,29	30	1	1046
CR4	M	5	21	2	1,29	30	2	828
CR4	M	5	21	2	1,29	30	3	989
CR4	H	5	21	2	1,29	30	1	2762
CR4	H	5	21	2	1,29	30	2	3290
CR4	H	5	21	2	1,29	30	3	2771
CR2-CR4	C	5	21	2	1,29	30	1	136
CR2-CR4	C	5	21	2	1,29	30	2	134
CR2-CR4	C	5	21	2	1,29	30	3	150
CR2-CR4	L	5	21	2	1,29	30	1	338
CR2-CR4	L	5	21	2	1,29	30	2	279
CR2-CR4	L	5	21	2	1,29	30	3	293
CR2-CR4	M	5	21	2	1,29	30	1	686
CR2-CR4	M	5	21	2	1,29	30	2	444
CR2-CR4	M	5	21	2	1,29	30	3	493
CR2-CR4	H	5	21	2	1,29	30	1	3200
CR2-CR4	H	5	21	2	1,29	30	2	3125
CR2-CR4	H	5	21	2	1,29	30	3	3439
CR7-CR4	C	5	21	2	1,29	30	1	183
CR7-CR4	C	5	21	2	1,29	30	2	182
CR7-CR4	C	5	21	2	1,29	30	3	179
CR7-CR4	L	5	21	2	1,29	30	1	360
CR7-CR4	L	5	21	2	1,29	30	2	712
CR7-CR4	L	5	21	2	1,29	30	3	624
CR7-CR4	M	5	21	2	1,29	30	1	847
CR7-CR4	M	5	21	2	1,29	30	2	836
CR7-CR4	M	5	21	2	1,29	30	3	671
CR7-CR4	H	5	21	2	1,29	30	1	2904
CR7-CR4	H	5	21	2	1,29	30	2	2888
CR7-CR4	H	5	21	2	1,29	30	3	2686
