"Strain"	"Bead"	"DayP"	"DensP"	"DensPLSD"	"DensPUSD"	"DensPLCI"	"DensPUCI"	"Model"
"CR6"	"C"	1.1	6.5141	5.21128	7.81692	5.21128	7.81692	"Logistic"
"CR6"	"C"	1.2	6.8387	5.47096	8.20644	5.47096	8.20644	"Logistic"
"CR6"	"C"	1.3	7.1671	5.73368	8.60052	5.73368	8.60052	"Logistic"
"CR6"	"C"	1.4	7.4982	5.99856	8.99784	5.99856	8.99784	"Logistic"
"CR6"	"C"	1.5	7.8309	6.26472	9.39708	6.26472	9.39708	"Logistic"
"CR6"	"C"	1.6	8.1639	6.53112	9.79668	6.53112	9.79668	"Logistic"
"CR6"	"C"	1.7	8.4961	6.79688	10.19532	6.79688	10.19532	"Logistic"
"CR6"	"C"	1.8	8.8263	7.06104	10.59156	7.06104	10.59156	"Logistic"
"CR6"	"C"	1.9	9.1535	7.3228	10.9842	7.3228	10.9842	"Logistic"
"CR6"	"C"	2	9.4765	7.5812	11.3718	7.5812	11.3718	"Logistic"
"CR6"	"C"	2.1	9.7943	7.83544	11.75316	7.83544	11.75316	"Logistic"
"CR6"	"C"	2.2	10.106	8.0848	12.1272	8.0848	12.1272	"Logistic"
"CR6"	"C"	2.3	10.4106	8.32848	12.49272	8.32848	12.49272	"Logistic"
"CR6"	"C"	2.4	10.7073	8.56584	12.84876	8.56584	12.84876	"Logistic"
"CR6"	"C"	2.5	10.9955	8.7964	13.1946	8.7964	13.1946	"Logistic"
"CR6"	"C"	2.6	11.2745	9.0196	13.5294	9.0196	13.5294	"Logistic"
"CR6"	"C"	2.7	11.5439	9.23512	13.85268	9.23512	13.85268	"Logistic"
"CR6"	"C"	2.8	11.8032	9.44256	14.16384	9.44256	14.16384	"Logistic"
"CR6"	"C"	2.9	12.0521	9.64168	14.46252	9.64168	14.46252	"Logistic"
"CR6"	"C"	3	12.2904	9.83232	14.74848	9.83232	14.74848	"Logistic"
"CR6"	"C"	3.1	12.518	10.0144	15.0216	10.0144	15.0216	"Logistic"
"CR6"	"C"	3.2	12.7349	10.18792	15.28188	10.18792	15.28188	"Logistic"
"CR6"	"C"	3.3	12.9411	10.35288	15.52932	10.35288	15.52932	"Logistic"
"CR6"	"C"	3.4	13.1366	10.50928	15.76392	10.50928	15.76392	"Logistic"
"CR6"	"C"	3.5	13.3217	10.65736	15.98604	10.65736	15.98604	"Logistic"
"CR6"	"C"	3.6	13.4966	10.79728	16.19592	10.79728	16.19592	"Logistic"
"CR6"	"C"	3.7	13.6615	10.9292	16.3938	10.9292	16.3938	"Logistic"
"CR6"	"C"	3.8	13.8167	11.05336	16.58004	11.05336	16.58004	"Logistic"
"CR6"	"C"	3.9	13.9625	11.17	16.755	11.17	16.755	"Logistic"
"CR6"	"C"	4	14.0994	11.27952	16.91928	11.27952	16.91928	"Logistic"
"CR6"	"C"	4.1	14.2276	11.38208	17.07312	11.38208	17.07312	"Logistic"
"CR6"	"C"	4.2	14.3476	11.47808	17.21712	11.47808	17.21712	"Logistic"
"CR6"	"C"	4.3	14.4598	11.56784	17.35176	11.56784	17.35176	"Logistic"
"CR6"	"C"	4.4	14.5645	11.6516	17.4774	11.6516	17.4774	"Logistic"
"CR6"	"C"	4.5	14.662	11.8117	17.5123	11.7296	17.5944	"Logistic"
"CR6"	"C"	4.6	14.7529	12.0574	17.4484	11.80232	17.70348	"Logistic"
"CR6"	"C"	4.7	14.8375	12.2879	17.3872	11.87	17.805	"Logistic"
"CR6"	"C"	4.8	14.9162	12.5036	17.3288	11.93296	17.89944	"Logistic"
"CR6"	"C"	4.9	14.9892	12.7052	17.2732	11.99136	17.98704	"Logistic"
"CR6"	"C"	5	15.057	12.8935	17.2205	12.0456	18.0684	"Logistic"
"CR6"	"L"	0	4.0107	3.7116	4.3099	3.20856	4.81284	"Exponential"
"CR6"	"L"	0.1	4.101	3.7952	4.4069	3.2808	4.9212	"Exponential"
"CR6"	"L"	0.2	4.1934	3.8807	4.5061	3.35472	5.03208	"Exponential"
"CR6"	"L"	0.3	4.2878	3.968	4.6076	3.43024	5.14536	"Exponential"
"CR6"	"L"	0.4	4.3844	4.0574	4.7114	3.50752	5.26128	"Exponential"
"CR6"	"L"	0.5	4.4831	4.1488	4.8175	3.58648	5.37972	"Exponential"
"CR6"	"L"	0.6	4.5841	4.2422	4.926	3.66728	5.50092	"Exponential"
"CR6"	"L"	0.7	4.6873	4.3377	5.0369	3.74984	5.62476	"Exponential"
"CR6"	"L"	0.8	4.7928	4.4354	5.1503	3.83424	5.75136	"Exponential"
"CR6"	"L"	0.9	4.9008	4.5353	5.2663	3.92064	5.88096	"Exponential"
"CR6"	"L"	1	5.0111	4.6374	5.3849	4.00888	6.01332	"Exponential"
"CR6"	"L"	1.1	5.124	4.7418	5.5061	4.0992	6.1488	"Exponential"
"CR6"	"L"	1.2	5.2394	4.8486	5.6301	4.19152	6.28728	"Exponential"
"CR6"	"L"	1.3	5.3573	4.9578	5.7569	4.28584	6.42876	"Exponential"
"CR6"	"L"	1.4	5.478	5.0694	5.8865	4.3824	6.5736	"Exponential"
"CR6"	"L"	1.5	5.6013	5.1836	6.0191	4.48104	6.72156	"Exponential"
"CR6"	"L"	1.6	5.7275	5.3003	6.1546	4.582	6.873	"Exponential"
"CR6"	"L"	1.7	5.8565	5.4197	6.2932	4.6852	7.0278	"Exponential"
"CR6"	"L"	1.8	5.9883	5.5417	6.435	4.79064	7.18596	"Exponential"
"CR6"	"L"	1.9	6.1232	5.6665	6.5799	4.89856	7.34784	"Exponential"
"CR6"	"L"	2	6.2611	5.7941	6.728	5.00888	7.51332	"Exponential"
"CR6"	"L"	2.1	6.4021	5.9246	6.8795	5.12168	7.68252	"Exponential"
"CR6"	"L"	2.2	6.5462	6.058	7.0345	5.23696	7.85544	"Exponential"
"CR6"	"L"	2.3	6.6936	6.1944	7.1929	5.35488	8.03232	"Exponential"
"CR6"	"L"	2.4	6.8444	6.3339	7.3548	5.47552	8.21328	"Exponential"
"CR6"	"L"	2.5	6.9985	6.4765	7.5205	5.5988	8.3982	"Exponential"
"CR6"	"L"	2.6	7.1561	6.6224	7.6898	5.72488	8.58732	"Exponential"
"CR6"	"L"	2.7	7.3172	6.7715	7.863	5.85376	8.78064	"Exponential"
"CR6"	"L"	2.8	7.482	6.924	8.04	5.9856	8.9784	"Exponential"
"CR6"	"L"	2.9	7.6505	7.0799	8.2211	6.1204	9.1806	"Exponential"
"CR6"	"L"	3	7.8228	7.2393	8.4062	6.25824	9.38736	"Exponential"
"CR6"	"L"	3.1	7.9989	7.4024	8.5955	6.39912	9.59868	"Exponential"
"CR6"	"L"	3.2	8.1791	7.5691	8.7891	6.54328	9.81492	"Exponential"
"CR6"	"L"	3.3	8.3632	7.7395	8.987	6.69056	10.03584	"Exponential"
"CR6"	"L"	3.4	8.5516	7.9138	9.1894	6.84128	10.26192	"Exponential"
"CR6"	"L"	3.5	8.7441	8.092	9.3963	6.99528	10.49292	"Exponential"
"CR6"	"L"	3.6	8.941	8.2742	9.6079	7.1528	10.7292	"Exponential"
"CR6"	"L"	3.7	9.1424	8.4605	9.8242	7.31392	10.97088	"Exponential"
"CR6"	"L"	3.8	9.3483	8.6511	10.0455	7.47864	11.21796	"Exponential"
"CR6"	"L"	3.9	9.5588	8.8459	10.2717	7.64704	11.47056	"Exponential"
"CR6"	"L"	4	9.774	9.0451	10.503	7.8192	11.7288	"Exponential"
"CR6"	"L"	4.1	9.9941	9.2488	10.7395	7.99528	11.99292	"Exponential"
"CR6"	"L"	4.2	10.2192	9.457	10.9813	8.17536	12.26304	"Exponential"
"CR6"	"L"	4.3	10.4493	9.67	11.2286	8.35944	12.53916	"Exponential"
"CR6"	"L"	4.4	10.6846	9.8877	11.4815	8.54768	12.82152	"Exponential"
"CR6"	"L"	4.5	10.9252	10.1104	11.74	8.74016	13.11024	"Exponential"
"CR6"	"L"	4.6	11.1712	10.3381	12.0044	8.93696	13.40544	"Exponential"
"CR6"	"L"	4.7	11.4228	10.5709	12.2747	9.13824	13.70736	"Exponential"
"CR6"	"L"	4.8	11.68	10.8089	12.5511	9.344	14.016	"Exponential"
"CR6"	"L"	4.9	11.943	11.0523	12.8338	9.5544	14.3316	"Exponential"
"CR6"	"L"	5	12.212	11.3012	13.1228	9.7696	14.6544	"Exponential"
"CR6"	"M"	0	4.581	4.5088	4.6532	4.3805	4.7814	"Linear"
"CR6"	"M"	0.1	4.5964	4.5242	4.6686	4.3959	4.7968	"Linear"
"CR6"	"M"	0.2	4.6118	4.5396	4.684	4.4113	4.8123	"Linear"
"CR6"	"M"	0.3	4.6272	4.555	4.6994	4.4268	4.8277	"Linear"
"CR6"	"M"	0.4	4.6427	4.5705	4.7149	4.4422	4.8431	"Linear"
"CR6"	"M"	0.5	4.6581	4.5859	4.7303	4.4576	4.8586	"Linear"
"CR6"	"M"	0.6	4.6735	4.6013	4.7457	4.4731	4.874	"Linear"
"CR6"	"M"	0.7	4.689	4.6168	4.7612	4.4885	4.8894	"Linear"
"CR6"	"M"	0.8	4.7044	4.6322	4.7766	4.5039	4.9048	"Linear"
"CR6"	"M"	0.9	4.7198	4.6476	4.792	4.5193	4.9203	"Linear"
"CR6"	"M"	1	4.7352	4.663	4.8074	4.5348	4.9357	"Linear"
"CR6"	"M"	1.1	4.7507	4.6785	4.8229	4.5502	4.9511	"Linear"
"CR6"	"M"	1.2	4.7661	4.6939	4.8383	4.5656	4.9666	"Linear"
"CR6"	"M"	1.3	4.7815	4.7093	4.8537	4.5811	4.982	"Linear"
"CR6"	"M"	1.4	4.797	4.7248	4.8692	4.5965	4.9974	"Linear"
"CR6"	"M"	1.5	4.8124	4.7402	4.8846	4.6119	5.0128	"Linear"
"CR6"	"M"	1.6	4.8278	4.7556	4.9	4.6273	5.0283	"Linear"
"CR6"	"M"	1.7	4.8432	4.771	4.9154	4.6428	5.0437	"Linear"
"CR6"	"M"	1.8	4.8587	4.7865	4.9309	4.6582	5.0591	"Linear"
"CR6"	"M"	1.9	4.8741	4.8019	4.9463	4.6736	5.0746	"Linear"
"CR6"	"M"	2	4.8895	4.8173	4.9617	4.6891	5.09	"Linear"
"CR6"	"M"	2.1	4.905	4.8328	4.9772	4.7045	5.1054	"Linear"
"CR6"	"M"	2.2	4.9204	4.8482	4.9926	4.7199	5.1208	"Linear"
"CR6"	"M"	2.3	4.9358	4.8636	5.008	4.7353	5.1363	"Linear"
"CR6"	"M"	2.4	4.9512	4.879	5.0234	4.7508	5.1517	"Linear"
"CR6"	"M"	2.5	4.9667	4.8945	5.0389	4.7662	5.1671	"Linear"
"CR6"	"M"	2.6	4.9821	4.9099	5.0543	4.7816	5.1826	"Linear"
"CR6"	"M"	2.7	4.9975	4.9253	5.0697	4.7971	5.198	"Linear"
"CR6"	"M"	2.8	5.013	4.9408	5.0852	4.8125	5.2134	"Linear"
"CR6"	"M"	2.9	5.0284	4.9562	5.1006	4.8279	5.2288	"Linear"
"CR6"	"M"	3	5.0438	4.9716	5.116	4.8433	5.2443	"Linear"
"CR6"	"M"	3.1	5.0592	4.987	5.1314	4.8588	5.2597	"Linear"
"CR6"	"M"	3.2	5.0747	5.0025	5.1469	4.8742	5.2751	"Linear"
"CR6"	"M"	3.3	5.0901	5.0179	5.1623	4.8896	5.2906	"Linear"
"CR6"	"M"	3.4	5.1055	5.0333	5.1777	4.9051	5.306	"Linear"
"CR6"	"M"	3.5	5.121	5.0488	5.1932	4.9205	5.3214	"Linear"
"CR6"	"M"	3.6	5.1364	5.0642	5.2086	4.9359	5.3368	"Linear"
"CR6"	"M"	3.7	5.1518	5.0796	5.224	4.9513	5.3523	"Linear"
"CR6"	"M"	3.8	5.1672	5.095	5.2394	4.9668	5.3677	"Linear"
"CR6"	"M"	3.9	5.1827	5.1105	5.2549	4.9822	5.3831	"Linear"
"CR6"	"M"	4	5.1981	5.1259	5.2703	4.9976	5.3986	"Linear"
"CR6"	"M"	4.1	5.2135	5.1413	5.2857	5.0131	5.414	"Linear"
"CR6"	"M"	4.2	5.229	5.1568	5.3012	5.0285	5.4294	"Linear"
"CR6"	"M"	4.3	5.2444	5.1722	5.3166	5.0439	5.4448	"Linear"
"CR6"	"M"	4.4	5.2598	5.1876	5.332	5.0593	5.4603	"Linear"
"CR6"	"M"	4.5	5.2752	5.203	5.3474	5.0748	5.4757	"Linear"
"CR6"	"M"	4.6	5.2907	5.2185	5.3629	5.0902	5.4911	"Linear"
"CR6"	"M"	4.7	5.3061	5.2339	5.3783	5.1056	5.5066	"Linear"
"CR6"	"M"	4.8	5.3215	5.2493	5.3937	5.1211	5.522	"Linear"
"CR6"	"M"	4.9	5.337	5.2648	5.4092	5.1365	5.5374	"Linear"
"CR6"	"M"	5	5.3524	5.2802	5.4246	5.1519	5.5528	"Linear"
"CR6"	"H"	0	5.0366	4.92389104880664	5.14930895119336	4.67777150232318	5.39522848179183	"Extinction"
"CR6"	"H"	0.1	5.0362	4.9235	5.1489	4.6774	5.3948	"Extinction"
"CR6"	"H"	0.2	5.0338	4.922	5.1457	4.6773	5.3892	"Extinction"
"CR6"	"H"	0.3	5.0279	4.9179	5.138	4.6762	5.3767	"Extinction"
"CR6"	"H"	0.4	5.0171	4.9098	5.1243	4.673	5.3561	"Extinction"
"CR6"	"H"	0.5	5.0001	4.8965	5.1037	4.6661	5.3264	"Extinction"
"CR6"	"H"	0.6	4.9758	4.8764	5.0752	4.6536	5.2877	"Extinction"
"CR6"	"H"	0.7	4.9433	4.8484	5.0382	4.6334	5.2402	"Extinction"
"CR6"	"H"	0.8	4.9018	4.8111	4.9926	4.6032	5.1849	"Extinction"
"CR6"	"H"	0.9	4.8507	4.7632	4.9382	4.5607	5.1229	"Extinction"
"CR6"	"H"	1	4.7896	4.704	4.8752	4.5041	5.0555	"Extinction"
"CR6"	"H"	1.1	4.7183	4.6329	4.8037	4.4324	4.9833	"Extinction"
"CR6"	"H"	1.2	4.6368	4.5499	4.7237	4.3459	4.9063	"Extinction"
"CR6"	"H"	1.3	4.5455	4.4557	4.6353	4.2456	4.8239	"Extinction"
"CR6"	"H"	1.4	4.4448	4.3513	4.5384	4.1336	4.735	"Extinction"
"CR6"	"H"	1.5	4.3355	4.2379	4.4331	4.0123	4.6386	"Extinction"
"CR6"	"H"	1.6	4.2183	4.1168	4.3199	3.884	4.5341	"Extinction"
"CR6"	"H"	1.7	4.0944	3.9896	4.1992	3.7509	4.421	"Extinction"
"CR6"	"H"	1.8	3.9647	3.8575	4.072	3.6149	4.2997	"Extinction"
"CR6"	"H"	1.9	3.8305	3.7219	3.9392	3.4775	4.1707	"Extinction"
"CR6"	"H"	2	3.693	3.584	3.802	3.3402	4.0351	"Extinction"
"CR6"	"H"	2.1	3.5533	3.4449	3.6616	3.2037	3.8941	"Extinction"
"CR6"	"H"	2.2	3.4124	3.3057	3.5192	3.069	3.7492	"Extinction"
"CR6"	"H"	2.3	3.2716	3.1672	3.376	2.9364	3.6019	"Extinction"
"CR6"	"H"	2.4	3.1318	3.0302	3.2333	2.8063	3.4538	"Extinction"
"CR6"	"H"	2.5	2.9937	2.8953	3.0921	2.6789	3.3065	"Extinction"
"CR6"	"H"	2.6	2.8582	2.7631	2.9533	2.5542	3.1614	"Extinction"
"CR6"	"H"	2.7	2.7259	2.6339	2.8179	2.4322	3.0198	"Extinction"
"CR6"	"H"	2.8	2.5973	2.5081	2.6864	2.313	2.8826	"Extinction"
"CR6"	"H"	2.9	2.4727	2.386	2.5595	2.1965	2.7509	"Extinction"
"CR6"	"H"	3	2.3527	2.2679	2.4375	2.0828	2.6251	"Extinction"
"CR6"	"H"	3.1	2.2372	2.1538	2.3206	1.972	2.5056	"Extinction"
"CR6"	"H"	3.2	2.1266	2.044	2.2092	1.8643	2.3925	"Extinction"
"CR6"	"H"	3.3	2.0208	1.9386	2.103	1.7599	2.2857	"Extinction"
"CR6"	"H"	3.4	1.9199	1.8376	2.0022	1.659	2.1851	"Extinction"
"CR6"	"H"	3.5	1.8238	1.7412	1.9065	1.562	2.0904	"Extinction"
"CR6"	"H"	3.6	1.7325	1.6492	1.8157	1.469	2.0011	"Extinction"
"CR6"	"H"	3.7	1.6458	1.5618	1.7298	1.3802	1.9169	"Extinction"
"CR6"	"H"	3.8	1.5636	1.4788	1.6484	1.2957	1.8374	"Extinction"
"CR6"	"H"	3.9	1.4858	1.4002	1.5714	1.2155	1.7623	"Extinction"
"CR6"	"H"	4	1.4122	1.3258	1.4986	1.1396	1.6912	"Extinction"
"CR6"	"H"	4.1	1.3425	1.2555	1.4296	1.074	1.611	"Extinction"
"CR6"	"H"	4.2	1.2767	1.1891	1.3644	1.02136	1.53204	"Extinction"
"CR6"	"H"	4.3	1.2146	1.1265	1.3026	0.97168	1.45752	"Extinction"
"CR6"	"H"	4.4	1.1558	1.0675	1.2442	0.92464	1.38696	"Extinction"
"CR6"	"H"	4.5	1.1004	1.0119	1.1889	0.88032	1.32048	"Extinction"
"CR6"	"H"	4.6	1.0481	0.9595	1.1366	0.83848	1.25772	"Extinction"
"CR6"	"H"	4.7	0.9986	0.9102	1.0871	0.79888	1.19832	"Extinction"
"CR6"	"H"	4.8	0.952	0.8638	1.0401	0.7616	1.1424	"Extinction"
"CR6"	"H"	4.9	0.9079	0.8201	0.9957	0.72632	1.08948	"Extinction"
"CR6"	"H"	5	0.8663	0.779	0.9536	0.69304	1.03956	"Extinction"
